,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note
768,,,,,,,,,,,,,,,,,,,,,,,,,,,2279.0,95.0,
769,104.0,121.0,,,Funded 3 percent stock Contra,,,,1792.0,10.0,1.0,,,Stock remaining on the books,,,70631.0,9.0,1792.0,10.0,1.0,,,Thomas,Lee,317.0,152.0,33.0,
770,104.0,121.0,,,Funded 3 percent stock Contra,,,,1792.0,10.0,25.0,,,John Brown transfer from the treasury,,337.0,1081.0,60.0,1792.0,12.0,10.0,,,Samuel Ward and Brothers,,351.0,1171.0,77.0,
771,104.0,121.0,,,Funded 3 percent stock Contra,,,,1792.0,12.0,12.0,,,Henry Bowen transfer from the treasury,,357.0,71.0,16.0,1792.0,12.0,31.0,,,Stock remaining on the books,,,70459.0,75.0,
772,,,,,,,,,,,,,,,,,71783.0,85.0,,,,,,,,,71783.0,85.0,
773,104.0,121.0,,,Funded 3 percent stock Contra,,,,1793.0,1.0,1.0,,,Stock remaining on the books,,,70459.0,75.0,1793.0,1.0,1.0,,,Samuel Wyllys,Pumroy,365.0,1750.0,27.0,
774,104.0,121.0,,,Funded 3 percent stock Contra,,,,1793.0,1.0,31.0,,,Welcome Arnold transfer from the office in Massachusetts,,382.0,2316.0,54.0,1793.0,3.0,2.0,,,Nathan,Bond,397.0,420.0,74.0,
775,104.0,121.0,,,Funded 3 percent stock Contra,,,,,,,,,Oliver Stark Weather transfer from the office in South Carolina,,388.0,80.0,14.0,1793.0,3.0,31.0,,,Balance stock remaining on the books,,,70685.0,42.0,
776,104.0,121.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,72856.0,43.0,,,,,,,,,72856.0,43.0,
777,105.0,122.0,,,Samuel Wyllys,Pumroy,Cambridge,Gentleman,1793.0,1.0,1.0,,,Certificate number 86 transfering to the office of John Cochran Esq commissioner for the State of New York,,365.0,1750.0,27.0,1793.0,1.0,1.0,,,John,Smith,364.0,1703.0,94.0,
778,105.0,122.0,,,Samuel Wyllys,Pumroy,Cambridge,Gentleman,,,,,,,,,,,,,,,,Eliphalet,Stack,365.0,46.0,33.0,
779,,,,,,,,,,,,,,,,,,,,,,,,,,,1750.0,27.0,
780,105.0,122.0,,,Oliver,Starkweather,Massachusetts,Merchant,,,,,,,,,,,1793.0,1.0,31.0,,,A transfer from the books of Jn Neufville commissioner for South Carolina,,388.0,80.0,14.0,
781,105.0,122.0,,,Samuel,Eddy,Providence,Esquire,1795.0,1.0,1.0,,Junior,James,Burrill,47.0,97.0,55.0,1793.0,3.0,2.0,,,John Ward and co.,,,97.0,55.0,
782,106.0,123.0,,,Stephen,Tillinghast,Providence,Merchant,1793.0,4.0,30.0,,,Daniel,Toler,106.0,112.0,66.0,1793.0,3.0,2.0,,,John Ward and co.,,395.0,112.0,66.0,
783,106.0,123.0,,Guardian,Stephen,Bullock,Rehoboth,Esquire,,,,,,,,,,,1793.0,3.0,2.0,,,Pelatiah,Mason,397.0,106.0,70.0,
784,106.0,123.0,,Guardian,Stephen,Bullock,Rehoboth,Esquire,,,,,,,,,,,1797.0,4.0,1.0,,,Jeremiah,Wheeler,265.0,25.0,3.0,
785,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,73.0,
786,106.0,123.0,,,Daniel,Toler,North Providence,Merchant,,,,,,,,,,,1793.0,4.0,30.0,,,Thomas,Smart,420.0,71.0,99.0,
787,106.0,123.0,,,Daniel,Toler,North Providence,Merchant,,,,,,,,,,,,,,,,Stephen,Tillinghast,,112.0,66.0,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0,65.0,
789,107.0,124.0,,,Andrew,Taylor,Little Compton,,,,,,,,,,,,1793.0,4.0,30.0,,,Christopher,White,421.0,6.0,25.0,
790,107.0,124.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,1793.0,5.0,22.0,,,Richard,Fenner,424.0,72.0,61.0,
791,107.0,124.0,,,Funded 3 percent stock Contra,,,,1793.0,4.0,1.0,,,Amount stock standing on the books,,,70685.0,42.0,1793.0,6.0,30.0,,,Amount stock standing on the books,,,70685.0,42.0,
792,108.0,125.0,,,Funded 3 percent stock Contra,,,,1793.0,7.0,1.0,,,Amount stock standing on the books,,,70685.0,42.0,1793.0,7.0,1.0,,,Joseph,Perkins,436.0,427.0,10.0,
793,108.0,125.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1793.0,9.0,2.0,,,Andrew,Dexter,460.0,355.0,80.0,
794,108.0,125.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1793.0,9.0,30.0,,,Balance stock remaining on the books,,,69902.0,52.0,
795,,,,,,,,,,,,,,,,,70685.0,42.0,,,,,,,,,70685.0,42.0,
796,108.0,125.0,,,Joseph,Perkins,Boston,Broker,1793.0,7.0,1.0,,,Certificate number 91 for transferring on to the books in the State of Massachusetts,,436.0,427.0,10.0,1793.0,7.0,1.0,,,William,Hall,436.0,427.0,10.0,
797,108.0,125.0,,,Joseph,Perkins,Boston,Broker,,,,,,Certificate number 107 for transferring to the books of Nathaniel Appleton Esq.,,467.0,5982.0,82.0,1794.0,2.0,17.0,,,William,Hall,467.0,5982.0,82.0,
798,108.0,125.0,,Jun,Nathan,Angell,Providence,Guardian to Abigail Chace,,,,,,,,,,,1793.0,8.0,15.0,,,John,Chace,455.0,90.0,48.0,
799,109.0,126.0,,Esq,Peter Roe,Dalton,Boston,Cashier of the United States Bank,1794.0,9.0,1.0,,,Comfort,Sands,114.0,121.0,32.0,1793.0,10.0,7.0,,,John Ward and co.,,472.0,121.0,32.0,
800,109.0,126.0,,,John,Parker,Roxbury,Guardian to John A Parker,,,,,,,,,,,1793.0,10.0,22.0,,,Thomas,Arnold,477.0,25.0,13.0,
801,109.0,126.0,,,Alexander,Henderson,Boston,Merchant,1793.0,10.0,28.0,,,Certificate number 101 transferring to the office in the State of Massachusetts,,478.0,1333.0,73.0,1793.0,10.0,28.0,,,Benjamin and J Bussey,,478.0,1333.0,73.0,
802,110.0,127.0,,,Thomas,Dickason,Boston,Merchant,1794.0,1.0,24.0,,,Certificate number 104 transferring to the books of Nathan Appleton Esquire,,461.0,3163.0,36.0,1794.0,1.0,1.0,,,Balance stock remaining on the books brought from page 96,,,23166.0,99.0,
803,110.0,127.0,,,John Ward and co.,,,,,,,,,,,,,,1794.0,1.0,1.0,,,Balance stock remaining on the books brought from page 97,,,22.0,11.0,
804,110.0,127.0,,,William,Hall,Providence,Broker,1794.0,2.0,17.0,,,Joseph,Perkins,108.0,5982.0,82.0,1794.0,1.0,16.0,,,Balance brought from page,,102.0,90.0,43.0,
805,110.0,127.0,,,William,Hall,Providence,Broker,1794.0,7.0,1.0,,,Charles William,Janson,113.0,90.0,43.0,1794.0,1.0,16.0,,,Welcome,Arnold,459.0,5982.0,82.0,
806,,,,,,,,,,,,,,,,,6073.0,25.0,,,,,,,,,6073.0,25.0,
807,111.0,128.0,,,John,Updike,Providence,Merchant,,,,,,,,,,,1794.0,1.0,31.0,,,Charles,Lippitt,463.0,18.0,9.0,
808,111.0,128.0,,,Thomas P,Ives,Providence,Merchant,,,,,,,,,,,1794.0,2.0,1.0,,,Moses and Nicholas,Brown,464.0,1145.0,74.0,
809,111.0,128.0,,,Thomas P,Ives,Providence,Merchant,,,,,,,,,,,,,,,,Nicholas,Brown,465.0,4990.0,67.0,
810,111.0,128.0,,,Thomas P,Ives,Providence,Merchant,,,,,,,,,,,,,,,,Moses and Nicholas,Brown,,92.0,55.0,
811,111.0,128.0,,,Thomas P,Ives,Providence,Merchant,,,,,,,,,,,,,,,,,,,6228.0,96.0,
812,111.0,128.0,,,Thomas P,Ives,Providence,Merchant,,,,,,,,,,,,,,,,Joseph,Tillinghast,622.0,38.0,49.0,
813,,,,,,,,,,,,,,,,,,,,,,,,,,,6267.0,45.0,
814,111.0,128.0,,,Funded 3 percent stock contra,,,,1793.0,10.0,1.0,,,Amount stock standing on the books,,,69902.0,52.0,1793.0,10.0,28.0,,,Alexander,Henderson,,1333.0,73.0,
815,111.0,128.0,,,Funded 3 percent stock contra,,,,,,,,,,,,,,1793.0,12.0,31.0,,,Balance remaining on the books,,,68568.0,79.0,
816,,,,,,,,,,,,,,,,,,,,,,,,,,,69902.0,52.0,
817,112.0,129.0,,,Funded 3 percent stock Contra,,,,1794.0,1.0,1.0,,,Amount stock standing on the books,,,68568.0,79.0,1794.0,1.0,24.0,,,Thomas,Dickason,,3163.0,36.0,
818,112.0,129.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1794.0,2.0,17.0,,,Joseph,Perkins,,5982.0,82.0,
819,112.0,129.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1794.0,3.0,31.0,,,Amount stock standing on the books,,,59422.0,61.0,
820,,,,,,,,,,,,,,,,,,,,,,,,,,,68568.0,79.0,
821,112.0,129.0,,,Hannah and Elizah,Whipple,Cumberland,Spinster,,,,,,,,,,,1794.0,4.0,1.0,,,Lydia,Dexter,516.0,69.0,80.0,
822,112.0,129.0,,,Abigail,Spencer,Providence,Widow,,,,,,,,,,,1794.0,5.0,28.0,,,Zephaniah,Brown,530.0,144.0,27.0,
823,113.0,130.0,,,Funded 3 percent stock Contra,,,,1794.0,,,,,,,,,,1794.0,6.0,9.0,,,Lane and Fraser,,,2279.0,95.0,
824,113.0,130.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1794.0,6.0,30.0,,,Amount stock standing on the books,,,57142.0,66.0,
825,,,,,,,,,,,,,,,,,,,,,,,,,,,59422.0,61.0,
826,113.0,130.0,,,William,Hamilton,Hastings in Great Britain,Farmer,1794.0,6.0,9.0,,,Certificate number 108 for transferring to the books of the Register of the treasury,,,2279.0,95.0,1794.0,6.0,9.0,,,Lane and Fraser,,532.0,2279.0,95.0,
827,113.0,130.0,,,Charles William,Janson,Newport,Esquire,1796.0,5.0,2.0,,,Asher,Robbins,3.0,178.0,39.0,1794.0,7.0,1.0,,,Benjamin,Bowen,536.0,9.0,47.0,
828,113.0,130.0,,,Charles William,Janson,Newport,Esquire,,,,,,,,,,,,,,,,William,Hall,,90.0,43.0,
829,113.0,130.0,,,Charles William,Janson,Newport,Esquire,,,,,,,,,,,,,,,,Paraclete,Tow,558.0,78.0,49.0,
830,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0,39.0,
831,114.0,131.0,,,Funded 3 percent stock Contra,,,,1794.0,7.0,1.0,,,Amount stock Standing on the Books this day,,,57142.0,66.0,1794.0,9.0,1.0,,,Certificate issued and addressed to the Searetary of the treasury for transferring from this office vezt,,,,,
832,114.0,131.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,Number 111 in favor comfort sands to the books New York,,,121.0,32.0,
833,114.0,131.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1794.0,9.0,30.0,,,Balance stock standing on the books,,,57021.0,34.0,
834,,,,,,,,,,,,,,,,,57142.0,66.0,,,,,,,,,57142.0,66.0,
835,114.0,131.0,,,Comfort,Sands,New York,Merchant,1794.0,9.0,1.0,,,Certificate number 111 for transferring on to the books at New York,,553.0,121.0,32.0,1794.0,9.0,1.0,,,Certificate issued and addressed to the Searetary of the treasury for transferring from this office from Peter Roe Dalton,,553.0,,,
836,114.0,131.0,,,Comfort,Sands,New York,Merchant,,,,,,,,,,,,,,,,Number 111 in favor comfort sands to the books New York,,,121.0,32.0,
837,114.0,131.0,,,Funded 3 percent stock Contra,,,,1794.0,10.0,1.0,,,Amount stock standing on the books this day,,,57021.0,34.0,1794.0,12.0,31.0,,,Balance stock remaining on the books,,,57021.0,34.0,
838,115.0,132.0,,,Funded 3 percent stock Contra,,,,1795.0,1.0,1.0,,,Amount stock standing on the books,,,57021.0,34.0,1795.0,,,,,Certificate issued and addressed to the Searetary of the treasury for transferring from this office vezt,,,,,
839,115.0,132.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1795.0,1.0,1.0,,,Number 129 in favor of Loomis and Tillinghast to the books New York,,582.0,245.0,31.0,
840,115.0,132.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1795.0,3.0,31.0,,,Balance stock remaining on the books,,,56776.0,3.0,
841,,,,,,,,,,,,,,,,,,,,,,,,,,,57021.0,34.0,
842,115.0,132.0,,,Oliver,Bowen,Providence,Merchant,1795.0,1.0,1.0,,,Loomis and Tillinghast,,116.0,245.0,31.0,1795.0,1.0,1.0,,,Nathan Waterman and R Newell,,580.0,245.0,31.0,
843,115.0,132.0,,,Oliver,Bowen,Providence,Merchant,1796.0,8.0,1.0,,,John,Adams,8.0,490.0,64.0,1796.0,4.0,20.0,,Guardian,Rufus,Waterman,,490.0,64.0,
844,115.0,132.0,,,Fufus,Waterman,Providence,Guardian to the person and estate of Rebecca Demount,1796.0,4.0,20.0,,,Oliver,Bowen,2.0,490.0,64.0,1795.0,1.0,1.0,,,Nathan Waterman and R Newell,,581.0,490.0,64.0,
845,116.0,133.0,,,Loomis and Tillinghast,,New York,Merchant,1795.0,1.0,1.0,,,Certificate number 129 for transferring to the books of New York,,582.0,245.0,31.0,1795.0,1.0,1.0,,,Oliver,Bowen,582.0,245.0,31.0,
846,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,1795.0,4.0,20.0,,,Certificate number 133 for transferring to the books at New York,,596.0,69.0,70.0,1795.0,4.0,20.0,,,Zephaniah,Andrews,596.0,41.0,1.0,
847,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,1795.0,6.0,3.0,,,Certificate number 142 for transferring to the books at New York,,602.0,158.0,16.0,,,,,,David,Martin,,28.0,68.0,
848,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,1796.0,4.0,15.0,,,Certificate number 152 for transferring to the books at New York,,1.0,279.0,42.0,,,,,,Thomas,Lee,,,1.0,
849,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,,,,,,,,,,,,,,,,,,,69.0,70.0,
850,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,,,,,,,,,,,1795.0,6.0,3.0,,,Amos,Throop,601.0,147.0,98.0,
851,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,,,,,,,,,,,,,,,,Aaron,Mann,602.0,10.0,18.0,
852,116.0,133.0,,,Nicholas,Cooke,New York,Merchant,,,,,,,,,,,,,,,,,,,158.0,16.0,
853,,,,,,,,,,,,,,,,,,,1796.0,4.0,15.0,,,Caleb,Fiske,1.0,279.0,42.0,
854,116.0,133.0,,,Funded 3 percent stock Contra,,,,1795.0,4.0,1.0,,,Amount of stock standing on the books this day,,,56776.0,3.0,1795.0,,,,,Certificate issued and addressed to the secretary of the treasury for transferring from this office vezt,,,,,
855,116.0,133.0,,,Funded 3 percent stock Contra,,,,,,,,,"An over credit of one cent on transfer certificate number 77 dated October 1, 1792 in the name of Thomas Lee in my account current for quarter ending December 31, 1792",,,,,1795.0,4.0,20.0,,,Number 133 in favor of Nicholas Cooke to the office at New York,,,69.0,69.0,
856,116.0,133.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,"The true amount of the transfer certificate number 133 was issued for sixty nine dollar and seventy cents. By reason of having credited in a favour account a transfer certificate in favor of Thomas Lee dated October 1, 1792 one cash more than its was issued for the above is therefore credited one cash less as well appear by Thomas Lee account and Nicholas Cockes",,,,,
857,116.0,133.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1795.0,5.0,4.0,,,Number 136 in favor Sam Ward to off New York,,,253.0,68.0,
858,116.0,133.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1795.0,6.0,3.0,,,Number 142 in favor Nicholas Cooke to off New York,,,158.0,16.0,
859,116.0,133.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1795.0,6.0,30.0,,,By Balance stock remaining on the books,,,56294.0,50.0,
860,,,,,,,,,,,,,,,,,56776.0,3.0,,,,,,,,,56776.0,3.0,
861,117.0,134.0,,,Samuel,Ward,New York,Merchant,1795.0,5.0,4.0,,,Certificate number 136 for transferring to the books at New York,,,253.0,68.0,1795.0,5.0,4.0,,,Samuel,Ward,599.0,253.0,68.0,
862,117.0,134.0,,,Samuel,Ward,New York,Merchant,1796.0,5.0,3.0,,,Certificate number 161 for transferring to the books at New York,,4.0,323.0,88.0,1796.0,5.0,3.0,,,Sam W,Greene,4.0,316.0,70.0,
863,117.0,134.0,,,Samuel,Ward,New York,Merchant,,,,,,,,,,,,,,,,Isaac,Pitman,,7.0,18.0,
864,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0,88.0,
865,117.0,134.0,,,Funded 3 percent stock Contra,,,,1795.0,7.0,1.0,,,Amount stock standing on the books this day,,,56294.0,50.0,1795.0,9.0,30.0,,,Stock remaining on the books,,,56595.0,48.0,
866,117.0,134.0,,,Funded 3 percent stock Contra,,,,1795.0,7.0,27.0,,,Samuel W Greene transferred from the office in Connecticut,,607.0,300.0,98.0,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,56595.0,48.0,,,,,,,,,,,
868,117.0,134.0,,,Samuel W Greene,,Providence,Merchant,1796.0,5.0,3.0,,,Samuel,Ward,4.0,316.0,70.0,1795.0,7.0,27.0,,,Transferred from the office Connecticut,,607.0,300.0,98.0,
869,117.0,134.0,,,Samuel W Greene,,Providence,Merchant,,,,,,,,,,,1796.0,1.0,19.0,,,Asher,Robbins,621.0,15.0,72.0,
870,117.0,134.0,,,Samuel W Greene,,Providence,Merchant,,,,,,,,,,,,,,,,,,,316.0,70.0,
871,,,,,,,,,,,,,,,,,,,1797.0,4.0,1.0,,Jr,Elisha,Brown,270.0,18.0,80.0,
872,118.0,135.0,,,Thomas,Palmer,London,Esquire,1796.0,5.0,19.0,,,Certificate number 163 for transferring to the Register of the treasury,,5.0,256.0,78.0,1795.0,7.0,27.0,,,John,Jackson,608.0,256.0,78.0,
873,118.0,135.0,,Jun,Richard,Smith,Bristol,Esquire as treasurer of the catholic society and his successors in S office,,,,,,,,,,,1795.0,10.0,27.0,,,Archibald Munro late treasurer,,612.0,514.0,81.0,
874,118.0,135.0,,,William,Hunter,Newport,Esquire,,,,,,,,,,,1795.0,10.0,27.0,,,John,Malbone,613.0,35.0,42.0,
875,119.0,136.0,,,Joseph,Martin,Providence,,,,,,,,,,,,1795.0,10.0,27.0,,,Heirs of Joseph Martin,,616.0,380.0,6.0,
876,119.0,136.0,,,Joseph,Martin,Providence,,,,,,,,,,,,1796.0,1.0,19.0,,,John,Martin,620.0,380.0,6.0,
877,,,,,,,,,,,,,,,,,,,,,,,,,,,760.0,12.0,
878,119.0,136.0,,,John,Martin,Providence,,1796.0,1.0,19.0,,,Joseph,Martin,620.0,380.0,6.0,1795.0,10.0,27.0,,,Heirs of Joseph Martin,,616.0,355.0,25.0,
879,119.0,136.0,,,John,Martin,Providence,,,,,,,,,,,,,,,,,William,Brayton,617.0,24.0,81.0,
880,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,6.0,
881,119.0,136.0,,,Three percent stock contra,,,,1795.0,10.0,1.0,,,Amount stock standing on the books,,,56595.0,48.0,1795.0,12.0,31.0,,,Amount stock remaining on books,,,56595.0,48.0,
882,120.0,137.0,,,Elisha,Perkins,New London,Esquire,1796.0,1.0,16.0,,,Certificate number 148 for transferring to the office in connecticut,,619.0,115.0,89.0,1796.0,1.0,16.0,,,John,Mumford,619.0,115.0,89.0,
883,120.0,137.0,,,Funded 3 percent stock Contra,,,,1796.0,1.0,1.0,,,Amount stock standing on the books this day,,,56595.0,48.0,1796.0,1.0,16.0,,,Certificates issued and addressed to the secretary of the treasury for transferring from this office vizt,,,,,
884,120.0,137.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,1.0,16.0,,,Number 148 in favor Elisha Perkins to the books of the loan office Connecticut,,,115.0,89.0,
885,120.0,137.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,3.0,31.0,,,Balance stock remaining on the books,,,56479.0,59.0,
886,,,,,,,,,,,,,,,,,,,,,,,,,,,56595.0,48.0,
887,120.0,137.0,,,Asher,Robbins,Newport,Esquire,,,,,,,,,,,1796.0,5.0,2.0,,,Charles William,Janson,3.0,178.0,39.0,
888,121.0,138.0,,,Funded 3 percent stock Contra,,,,1796.0,4.0,1.0,,,Amount stock standing on the books this day,,,56479.0,59.0,1796.0,4.0,15.0,,,Certificates issued and addressed to the secretary of the treasury for transferring from the books of this office,,,,,
889,121.0,138.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,5.0,3.0,,,Number 152 in favor Nicholas Cooke to the office in New York,,,279.0,42.0,
890,121.0,138.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,5.0,26.0,,,Number 161 in favor Samuel Ward to the office in New York,,,323.0,88.0,
891,121.0,138.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,Number 163 in favor William N Rhodes to register of the treasury,,,256.0,78.0,
892,121.0,138.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,,,,860.0,8.0,
893,121.0,138.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,By balance stock remaining on the books,,,55619.0,51.0,
894,,,,,,,,,,,,,,,,,,,,,,,,,,,56479.0,59.0,
895,121.0,138.0,,,Benjamin,Joy,Boston,Merchant,1796.0,7.0,9.0,,,Certificate number 165 for transferring to the office in Massachusetts,,7.0,766.0,52.0,1796.0,7.0,9.0,,Rev,Enos,Hitchcock,7.0,766.0,52.0,
896,121.0,138.0,,,Benjamin,Joy,Boston,Merchant,1796.0,8.0,20.0,,,Certificate number 172 for transferring to the office in Massachusetts,,9.0,73.0,62.0,1796.0,8.0,20.0,,,Samuel,Nightengale,9.0,73.0,62.0,
897,121.0,138.0,,,Thomas,McEven,Philadelphia,Merchant,1796.0,7.0,28.0,,,Certificate number 167 for transferring to the books at New York,,7.0,1168.0,29.0,1796.0,7.0,28.0,,,Martha,Field,7.0,1168.0,29.0,
898,122.0,139.0,,,John,Adams,New York,,1796.0,8.0,1.0,,,Certificate number 169 for transferring to the office at New York,,,490.0,64.0,1796.0,8.0,1.0,,,Oliver,Bowen,8.0,490.0,64.0,
899,122.0,139.0,,,Funded 3 percent stock Contra,,,,1796.0,7.0,1.0,,,Amount stock standing on the books this day,,,55619.0,51.0,1796.0,7.0,9.0,,,Certificates issued and addressed to the secretary of the treasury for transferring from this office vizt,,,,,
900,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,7.0,9.0,,,Number 165 in favor of Benjamin Joy to the office in Massachusetts,,,766.0,52.0,
901,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,7.0,28.0,,,Number 167 in favor of Thomas McEwen to the office in New York,,,1168.0,29.0,
902,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,8.0,1.0,,,Number 169 in favor of John Adams to the office in New York,,,490.0,64.0,
903,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,8.0,20.0,,,Number 172 in favor of Benjamin Joy to the office at Massachusetts,,,73.0,62.0,
904,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,9.0,30.0,,,,,,2499.0,7.0,
905,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,Stock remaining on the books,,,53120.0,44.0,
906,,,,,,,,,,,,,,,,,,,,,,,,,,,55619.0,51.0,
907,122.0,139.0,,,Funded 3 percent stock Contra,,,,1796.0,10.0,1.0,,,Amount of stock standing on the books this day,,,53120.0,44.0,1796.0,10.0,1.0,,,Certificate issued,,,,,
908,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,Number 176 in favor Gad Hitchcock to the office in Massachusetts,,,55.0,24.0,
909,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,,,,,,Number 179 in favor John Murray to the office in New York,,,94.0,62.0,
910,122.0,139.0,,,Funded 3 percent stock Contra,,,,,,,,,,,,,,1796.0,12.0,31.0,,,Stock remaining on the books this day,,,52970.0,58.0,
911,,,,,,,,,,,,,,,,,,,,,,,,,,,53120.0,44.0,
